"title","description","identifier","source","creator","date","collection_id","collection_title","series_id","series_title","tags","rights","rights_holder","publisher","format","type","filename","file_url","thumbnail","language","file_ext","featured","sort_field","by","mby","modified","created","id"
"Joint Action Committee for Social Justice posters on Facebook updates","Joint Action Committee for Social Justice posters on facebook updates","160125HCUDI0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Digital Image","160125HCUDI0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDI0001.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160125HCUDI0001.jpg","English","jpg","docx","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296367,1561296367,"5d0f7def366236002c000024"
"Joint Action Committee for Social Justice posters on Rohith's facebook updates","Joint Action Committee for Social Justice posters on Rohith's facebook updates","160125HCUDI0002","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Digital Image","160125HCUDI0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDI0002.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160125HCUDI0002.jpg","English","jpg","docx","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296367,1561296367,"5d0f7def366236002c000169"
"Joint Action Committee for Social Justice poster on Rohith's last facebook update","Joint Action Committee for Social Justice poster on Rohith's last facebook update","160125HCUDI0003","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Digital Image","160125HCUDI0003","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDI0003.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160125HCUDI0003.jpg","English","jpg","docx","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296367,1561296367,"5d0f7def366236002c00032e"
"Joint Action Committee for Social Justice facebook updates as poster image","Joint Action Committee for Social Justice facebook updates as poster image","160125HCUDI0004","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Digital Image","160125HCUDI0004","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDI0004.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160125HCUDI0004.jpg","English","jpg","jpg","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296367,1561296367,"5d0f7def366236002c000309"
"Joint Action Committee for Social Justice poster on Social Boycott","Joint Action Committee for Social Justice poster on Social Boycott","160125HCUDI0005","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Digital Image","160125HCUDI0005","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDI0005.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160125HCUDI0005.jpg","English","jpg","jpg","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296367,1561296367,"5d0f7def366236002c0001a1"
"Joint Action Committee for Social Justice poster against RSS-BJP and VC","Joint Action Committee for Social Justice poster against RSS-BJP and VC","160125HCUDI0006","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Digital Image","160125HCUDI0006","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDI0006.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160125HCUDI0006.jpg","English","jpg","jpg","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296367,1561296367,"5d0f7def366236002c00014e"
"Joint Action Committee for Social Justice poster with Rohith's statements","Joint Action Committee for Social Justice poster with Rohith's statements","160125HCUDI0007","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Digital Image","160125HCUDI0007","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDI0007.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160125HCUDI0007.jpg","English","jpg","jpg","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296367,1561296367,"5d0f7def366236002c00038e"
"Joint Action Committee for Social Justice poster with Rohith's poem in telugu","Joint Action Committee for Social Justice poster with Rohith's poem in telugu","160125HCUDI0008","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Document ","160125HCUDI0008","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDI0008.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160125HCUDI0008.jpg","English","jpg","pdf","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296367,1561296367,"5d0f7def366236002c000209"
"Press Release by Joint Action Committee for Social Justice 25 January 2016","Joint Action Committee for Social Justice press release on 25 Jan 2016 pg 1","160125HCUDT0009","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160125HCUDT0009","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDT0009.pdf","http://campuscollection.openrun.net/Thumbnails/160125HCUDT0009.pdf.jpg","English","pdf","pdf","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b0002a5"
"Pondicherry Central University Teachers' Association statement","Pondicherry Central University Teachers' association Statement","160125HCUDT0010","Pondicherry Central University Teachers' Association","Pondicherry Central University Teachers' Association","2016-01-25","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160125HCUDT0010","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160125HCUDT0010.pdf","http://campuscollection.openrun.net/Thumbnails/160125HCUDT0010.pdf.jpg","English/Telugu","pdf","pdf","2016-01-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b0001dd"
"Prima facie report of the Independent People's Tribunal on Human Rights and the Environment","People's Tribunal - Andhra Pradesh - Prima Facie Report","160126HCUDT0001","Independent People's Tribunal on Human Rights and the Environment","Independent People's Tribunal on Human Rights and the Environment","2016-01-26","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160126HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160126HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160126HCUDT0001.docx.jpg","English","docx","pdf","2016-01-26","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b0000af"
"Press Release by Joint Action Committee for Social Justice 26 January 2016","Joint Action Committee for Social Justice Press Release on 26 Jan 2016","160126HCUDT0002","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-26","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160126HCUDT0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160126HCUDT0002.docx","http://campuscollection.openrun.net/Thumbnails/160126HCUDT0002.docx.jpg","English","docx","pdf","2016-01-26","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b000025"
"Press Release by Joint Action Committee for Social Justice 27 January 2016","Joint Action Committee for Social Justice Press Release on 27 Jan 2016","160127HCUDT0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-27","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160127HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160127HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160127HCUDT0001.pdf.jpg","English","pdf","pdf","2016-01-27","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b000182"
"University of Hyderabad SC/ST Teachers' Forum strike notice demanding the resignation of the Vice Chancellor on 27 January 2016","University of Hyderabad SC/ST Faculty Forum Strike notice demanding the resignation of the VC on 27 Jan 2016","160127HCUSM0002","University of Hyderabad SC/ST Teachers' Forum","Convenor\, University of Hyderabad\, SC/ST Teachers' Forum","2016-01-27","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Scanned Manuscript","160127HCUSM0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160127HCUSM0002.JPG","http://campuscollection.openrun.net/Thumbnails/160127HCUSM0002.JPG.jpg","English","JPG","pdf","2016-01-27","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b000167"
"Students' Union of University of Hyderabad press statement","University of Hyderabad Students' union press statement","160127HCUSM0003","Students' Union of University of Hyderabad","Students' Union of University of Hyderabad","2016-01-27","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Scanned Manuscript","160127HCUSM0003","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160127HCUSM0003.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160127HCUSM0003.jpg","English","jpg","pdf","2016-01-27","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b0000bc"
"Letter of support by activist and lawyer Vrinda Grover in writing to the protesting students pg 1","Letter of Support by activist and lawyer Vrinda Grover in writing to the protesting students pg 1","160128HCUSM0001","HCU","Vrinda Grover","2016-01-28","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Scanned Manuscript","160128HCUSM0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160128HCUSM0001.pdf","http://campuscollection.openrun.net/Thumbnails/160128HCUSM0001.pdf.jpg","English","pdf","pdf","2016-01-28","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b00019a"
"University of Hyderabad faculty send a letter to the Visitor of University of Hyderabad with 93 signatures","University of Hyderabad Faculty send a letter to the Visitor of University of Hyderabad with 93 signatures","160128HCUSM0002","Faculty of University of Hyderabad","Faculty of University of Hyderabad","2016-01-28","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Scanned Manuscript","160128HCUSM0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160128HCUSM0002.pdf","http://campuscollection.openrun.net/Thumbnails/160128HCUSM0002.pdf.jpg","English","pdf","pdf","2016-01-28","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b00039f"
"Organization for the Protection of Democratic Rights  on Rohit Vemula's death","Organization for the protection of democratic rights write on Rohith's death","160128HCUSM0003","Organization for the Protection of Democratic Rights","Organization for the Protection of Democratic Rights","2016-01-28","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Scanned Manuscript","160128HCUSM0003","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160128HCUSM0003.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160128HCUSM0003.jpg","English","jpg","pdf","2016-01-28","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b00037c"
"University of Hyderabad SC/ST Employees Welfare Association protest statement on 28J anuary 2016","University of Hyderabad SC/ST faculty forum protest statement on 28 jan 2016","160128HCUSM0004","University of Hyderabad SC/ST Employees Welfare Association","University of Hyderabad SC/ST Employees Welfare Association protest statement on 28 January 2016","2016-01-28","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Scanned Manuscript","160128HCUSM0004","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160128HCUSM0004.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160128HCUSM0004.jpg","English","jpg","pdf","2016-01-28","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b0001d9"
"Joint Action Committee for Social Justice Press release on 29 January  2016 ","Joint Action Committee for Social Justice Press release on 29 Jan 2016 pg 1","160129HCUDT0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-29","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160129HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160129HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160129HCUDT0001.pdf.jpg","English","pdf","pdf","2016-01-29","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b0000ee"
"Joint Action Committee for Social Justice appeals to the University of Hyderabad Faculty","Joint Action Committee for Social Justice appeals to the University of Hyderabad Faculty","160130HCUDT0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-01-30","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Born Digital Text","160130HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160130HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160130HCUDT0001.pdf.jpg","English","pdf","jpg","2016-01-30","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b000290"
"Joint Action Committee for Social Justice Press statement on 3 February 2016","Joint Action Committee for Social Justice Press statement on 3 February 2016","160203HCUDT0045","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-02-03","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160203HCUDT0045","","","English","","pdf","2016-02-03","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b0003ba"
"Joint Action Committee for Social Justice poster responds to 'slander campaign' against them","Joint Action Committee for Social Justice poster against the slander campaign on Joint Action Committee","160210HCUDT0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-02-10","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Born Digital Text","160210HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160210HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160210HCUDT0001.docx.jpg","English","docx","jpg","2016-02-10","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b000124"
"Joint Action Committee for Social Justice statement on JNU Students' Union ","Joint Action Committee for Social Justice statement on JNU Students Union on 13 February 2016","160213HCUDT0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-02-13","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Born Digital Text","160213HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160213HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160213HCUDT0001.pdf.jpg","English","pdf","jpg","2016-02-13","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b000121"
"Joint Action Committee for Social Justice press statement on BJPs attack on media\, students and faculty of JNU in Patiala House Court\, Delhi","Joint Action Committee for Social Justice press statement on BJPs attack on media\, students and faculty of JNU in Patiala House Court\, Delhi","160215HCUDT0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-02-15","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","pdf","Born Digital Text","160215HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160215HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160215HCUDT0001.docx.jpg","English","docx","pdf","2016-02-15","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b0003d3"
"Call to protest rally in Jantar Mantar ","Protest rally in Jantar Mantar --- poster on smash brahmanical hindutva fascism","160223HCUDT0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-02-23","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Born Digital Text","160223HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160223HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160223HCUDT0001.docx.jpg","English","docx","jpg","2016-02-23","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b000394"
"Report to Justice Roopanwala Judicial commission by University of Hyderabad Concerned teachers","Report to Justice Roopanwala Judicial commission by University of Hyderabad Concerned teachers","160315HCUDT0001","Teachers of University of Hyderabad","Teachers of University of Hyderabad","2016-03-15","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Born Digital Text","160315HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160315HCUDT0001.pdf","http://campuscollection.openrun.net/Thumbnails/160315HCUDT0001.pdf.jpg","English","pdf","jpg","2016-03-15","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b000384"
"HCU Students Suicide Report","Index of supportive documents to the report\nDoc 1. Facts of the case - Joint Action Committee for Social Justice (2-6)\nDoc 2. Executive Committee order expelling students on 16.12.2015 (7-10)\nDoc 3. Extended Proctoral committee report 12.08.2015 (11-14)\nDoc 4. Proctoral committee report 31.08.2015 (15)\nDoc 5. Suspension order 08.09.2015 (17)\nDoc 6. Ambedkar Students Association representation to the HCU administration 10.09.2015 (18)\nDoc 7. Revocation order 11.09.2015 (19)\nDoc 8. Report of EC-Subcommittee 24.11.2015 (20-25)\nDoc 9. Letter written by Union Minister Bandaru Dattatreya to MHRD 17.08.2015 (26)\nDoc 10. The Last Letter by Rohith Vemula 17.01.2016 (27)\nDoc 11. Justice Ramasamy interim report on Madari Venkatesh's suicide on University of Hyderabad Campus 26.07.2014 (28-39)\nDoc 12. Letter by Rohith to VC on 18.12.2015 (40-41)\nDoc 13. Caste Certificate of Rohith Vemula 16.06.2015 (42)\nDoc 14. Medical report of Mr. Susheel Kumar 04.08.2015 (43-44)\nDoc 15. Andhra Pradesh High Court Suo Moto judgement on Students' suicides in Universities 01.07.2013 (45-50)\nDoc 16. Prof. Faizan Mustafa (NALSAR) Report and guidelines on preventing student suicides in Universities 22.06.2013 (51-53)\nDoc 17. Centre for Dalit Studies report on Madari Venkatesh's suicide (54-56)\nDoc 18. Solidarity Committee of University Students (University of Hyderabad) report on Madari Venkatesh's suicide (57-66)\nDoc 19. Raju-Venkatesh Solidarity Committee report on Madari Venkatesh's suicide (67-71)\nDoc 20. Deposition statements by the security guards (72-75)","160315HCUSM0002","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-03-15","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","jpg","Scanned Manuscript","160315HCUSM0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160315HCUSM0002.pdf","http://campuscollection.openrun.net/Thumbnails/160315HCUSM0002.pdf.jpg","English","pdf","jpg","2016-03-15","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002b000297"
"Joint Action Committee for Social Justice report to Justice Roopanwala commission on 20 March 2016","Joint Action Committee for Social Justice report to Justice Roopanwala commission on 20 March 2016","160320HCUSM0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-03-20","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Scanned Manuscript","160320HCUSM0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160320HCUSM0001.pdf","http://campuscollection.openrun.net/Thumbnails/160320HCUSM0001.pdf.jpg","English","pdf","docx","2016-03-20","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df03662360022000257"
"Joint Action Committee for Social Justice press release against police action and crackdown against University of Hyderabad students on 23 March 2016","Joint Action Committee for Social Justice press release against police action and crackdown against University of Hyderabad students on 22nd March 2017","160323HCUDT0001","Joint Action Committee for Social Justice (University of Hyderabad)","Joint Action Committee for Social Justice (University of Hyderabad)","2016-03-23","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Born Digital Text","160323HCUDT0001","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160323HCUDT0001.docx","http://campuscollection.openrun.net/Thumbnails/160323HCUDT0001.docx.jpg","English","docx","docx","2016-03-23","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df036623600220001c3"
"Remand case diary of the March 22 event against 22 arrested students","Remand case diary of the March 22 event against 22 arrested students","160323HCUSM0002","Police Station\, Gachibowli","Police Station\, Gachibowli","2016-03-23","HCU","HCU Student Movement","SM002","Student Movements","","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies","docx","Scanned Manuscript","160323HCUSM0002","http://campuscollection.openrun.net/samim/HCU/Students movements --- HCU Documents/HCU Scanned and Digitized documents/160323HCUSM0002.pdf","http://campuscollection.openrun.net/Thumbnails/160323HCUSM0002.pdf.jpg","English","pdf","docx","2016-03-23","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561296368,1561296368,"5d0f7df0366236002200002e"
