"title","description","identifier","source","creator","date","collection_id","collection_title","series_id","series_title","tags","rights","rights_holder","publisher","format","type","filename","featured","file_url","thumbnail","language","file_ext","sort_field","by","mby","modified","duration","created","id"
"Hundred Flowers Group pamphlet","","160000JNUSI0360","Hundred Flowers Group","Hundred Flowers Group","27/03/16","JNU","JNU Student Movement","SM001","Student Movements ","Hundred Flowers Group; Hundred Flowers Group pamphlet","Public Domain","Public Domain","Hundred Flowers Group",".JPG","Born Digital Image","160000JNUSI0360.jpg","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/Hundred Flowers Group/160000JNUSI0360.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160000JNUSI0360.jpg","English","jpg","2016-03-27","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d04366236001f00022c"
"Hundred Flowers Group pamphlet","","160000JNUSI0361","Hundred Flowers Group","Hundred Flowers Group","27/03/16","JNU","JNU Student Movement","SM001","Student Movements ","Hundred Flowers Group; Hundred Flowers Group pamphlet","Public Domain","Public Domain","Hundred Flowers Group",".JPG","Born Digital Text","160000JNUSI0361.doc","Yes","","","English","","2016-03-27","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d04366236001f0002f7"
"JAC pamphlet","","160000JNUSI0362","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice"," 23/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Joint Action Committee for Social Justice; JAC; JAC pamphlet","Public Domain","Public Domain","Joint Action Committee for Social Justice",".PDF","Scanned Image","160000JNUSI0362.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/JAC/160000JNUSI0362.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0362.pdf.jpg","English; Hindi","pdf","","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d04366236001f000362"
"JAC pamphlet","","160000JNUSI0363","Joint Action Committee for Social Justice","Joint Action Committee for Social Justice"," 23/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Joint Action Committee for Social Justice; JAC; JAC pamphlet","Public Domain","Public Domain","Joint Action Committee for Social Justice",".PDF","Scanned Image","160000JNUSI0363.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/JAC/160000JNUSI0363.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0363.pdf.jpg","English; Hindi","pdf","","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d04366236001f00020b"
"JNUSU pamphlet","","160000JNUDT0364","JNU Students' Union","JNU Students' Union","2016","JNU","JNU Student Movement","SM001","Student Movements ","Jawaharlal Nehru University Students' Union; JNUSU; JNUSU pamphlet","Public Domain","Public Domain","Jawaharlal Nehru University Students' Union",".PDF","Born Digital Text","160000JNUDT0364.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/JNUSU/160000JNUDT0364.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUDT0364.pdf.jpg","English","pdf","2016","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d04366236002900005e"
"JNUSU pamphlet","","160000JNUSI0365","JNU Students' Union","JNU Students' Union","02/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Jawaharlal Nehru University Students' Union; JNUSU; JNUSU pamphlet","Public Domain","Public Domain","Jawaharlal Nehru University Students' Union",".PDF","Scanned Image","160000JNUSI0365.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/JNUSU/160000JNUSI0365.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0365.pdf.jpg","English","pdf","2016-02-02","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000225"
"NSUI pamphlet","","160000JNUSI0382","The National Students' Union of India","The National Students' Union of India","10/03/16","JNU","JNU Student Movement","SM001","Student Movements ","The National Students' Union of India; NSUI; NSUI poster","Public Domain","Public Domain","The National Students' Union of India",".PDF","Scanned Image","160000JNUSI0382.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/NSUI/160000JNUSI0382.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0382.pdf.jpg","English","pdf","2016-03-10","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000164"
"NSUI pamphlet","","160000JNUSI0383","The National Students' Union of India","The National Students' Union of India","01/03/16","JNU","JNU Student Movement","SM001","Student Movements ","The National Students' Union of India; NSUI; NSUI poster","Public Domain","Public Domain","The National Students' Union of India",".PDF","Scanned Image","160000JNUSI0383.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/NSUI/160000JNUSI0383.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0383.pdf.jpg","English","pdf","2016-03-01","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000078"
"JNU pamphlet","","160000JNUSI0384","Sd/- Birendra and Jitendra","Sd/- Birendra and Jitendra","06/05/2016","JNU","JNU Student Movement","SM001","Student Movements ","Sd/- Birendra and Jitendra","Images may only be reproduced with permission from Merian-Tagore International Centre of Advanced Studies; University of Gottingen.","Merian-Tagore International Centre of Advanced Studies","Merian-Tagore International Centre of Advanced Studies",".JPG","Born Digital Image","160000JNUSI0384.jpg","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/Others/160000JNUSI0384.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160000JNUSI0384.jpg","English","jpg","","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d0436623600290000b6"
"JNU pamphlet","","160000JNUSI0385","Jawaharlal Nehru University Teachers' Association","Ajay Patnaik","2016","JNU","JNU Student Movement","SM001","Student Movements ","Ajay Patnaik","Images may only be reproduced with permission from Merian-Tagore International Centre of Advanced Studies; University of Gottingen.","Merian-Tagore International Centre of Advanced Studies","Merian-Tagore International Centre of Advanced Studies",".PDF","Scanned Image","160000JNUSI0385.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/Others/160000JNUSI0385.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0385.pdf.jpg","English","pdf","2016","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d04366236002900007d"
"JNU pamphlet","","160000JNUSI0386","JNU","JNU Students","25/02/16","JNU","JNU Student Movement","SM001","Student Movements ","","Images may only be reproduced with permission from Merian-Tagore International Centre of Advanced Studies; University of Gottingen.","Merian-Tagore International Centre of Advanced Studies","Merian-Tagore International Centre of Advanced Studies",".PDF","Scanned Image","160000JNUSI0386.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/Others/160000JNUSI0386.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0386.pdf.jpg","English","pdf","2016-02-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d04366236002900013e"
"JNU pamphlet","","160000JNUSI0387","JNU","Jatin Goraiya","01/02/2016","JNU","JNU Student Movement","SM001","Student Movements ","Jatin Goraiya","Images may only be reproduced with permission from Merian-Tagore International Centre of Advanced Studies; University of Gottingen.","Merian-Tagore International Centre of Advanced Studies","Merian-Tagore International Centre of Advanced Studies",".PDF","Scanned Image","160000JNUSI0387.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/Others/160000JNUSI0387.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0387.pdf.jpg","English","pdf","2016-02-01","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000292"
"JNU pamphlet","","160000JNUSI0388","Jawaharlal Nehru University Teachers' Association","Bikramaditya Choudhary","25/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Bikramaditya Choudhary","Images may only be reproduced with permission from Merian-Tagore International Centre of Advanced Studies; University of Gottingen.","Merian-Tagore International Centre of Advanced Studies","Merian-Tagore International Centre of Advanced Studies",".PDF","Scanned Image","160000JNUSI0388.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/Others/160000JNUSI0388.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0388.pdf.jpg","English","pdf","2016-02-25","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000365"
"JNU pamphlet","","160000JNUSI0389","United OBC Forum","United OBC Forum","11/04/16","JNU","JNU Student Movement","SM001","Student Movements ","United OBC Forum","Public Domain","Public Domain","Jawaharlal Nehru University",".PDF","Scanned Image","160000JNUSI0389.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/Others/160000JNUSI0389.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0389.pdf.jpg","English","pdf","2016-04-11","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d0436623600290001c5"
"JNU pamphlet","","160000JNUSI0390","JNU","JNU Students","2016","JNU","JNU Student Movement","SM001","Student Movements ","JNU Students","Public Domain","Public Domain","Jawaharlal Nehru University",".PDF","Scanned Image","160000JNUSI0390.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/Others/160000JNUSI0390.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0390.pdf.jpg","English","pdf","2016","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d0436623600290000d7"
"JNU pamphlet","","160000JNUSI0391","Sd/-Jitendra Kumar","Sd/-Jitendra Kumar","04/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Sd/-Jitendra Kumar","Public Domain","Public Domain","Jawaharlal Nehru University",".PDF","Scanned Image","160000JNUSI0391.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/Others/160000JNUSI0391.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUSI0391.pdf.jpg","English","pdf","2016-02-04","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000373"
"SFI pamphlet","","160000JNUDI0415","Students' Federation of India","Students' Federation of India","23/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".JPG","Digital Image","160000JNUDI0415.jpg","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/SFI/160000JNUDI0415.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160000JNUDI0415.jpg","English","jpg","2016-02-23","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d0436623600290001cd"
"SFI pamphlet","","160000JNUDI0416","Students' Federation of India","Students' Federation of India","11/03/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".PDF","Digital Image","160000JNUDI0416.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/SFI/160000JNUDI0416.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUDI0416.pdf.jpg","English","pdf","2016-03-11","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000110"
"SFI pamphlet","","160000JNUDI0417","Students' Federation of India","Students' Federation of India","14/05/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".JPG","Digital Image","160000JNUDI0417.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/SFI/160000JNUDI0417.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUDI0417.pdf.jpg","English","pdf","2016-05-14","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d04366236002900004c"
"SFI pamphlet","","160000JNUDI0418","Students' Federation of India","Students' Federation of India","01/03/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".PDF","Digital Image","160000JNUDI0418.pdf","Yes","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/SFI/160000JNUDI0418.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUDI0418.pdf.jpg","English","pdf","2016-03-01","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000277"
"SFI pamphlet","","160000JNUDI0419","Students' Federation of India","Students' Federation of India","17/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".JPG","Digital Image","160000JNUDI0419.pdf","","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Pamphlet Archive/SFI/160000JNUDI0419.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUDI0419.pdf.jpg","English","pdf","2016-02-17","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000189"
"SFI pamphlet","","160000JNUDI0420","Students' Federation of India","Students' Federation of India","19/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".PDF","Scanned Image","160000JNUDI0420.pdf","","","","English","","2016-02-19","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d0436623600290002e4"
"SFI pamphlet","","160000JNUDI0421","Students' Federation of India","Students' Federation of India","11/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".JPG","Scanned Image","160000JNUDI0421.pdf","","","","English","","2016-02-11","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d043662360029000319"
"SFI pamphlet","","160000JNUDI0422","Students' Federation of India","Students' Federation of India","23/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".PDF","Scanned Image","160000JNUDI0422.pdf","","","","English","","2016-02-23","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410820,"",1561410820,"5d113d0436623600290002d0"
"SFI pamphlet","","160000JNUDI0423","Students' Federation of India","Students' Federation of India","28/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".JPG","Scanned Image","160000JNUDI0423.pdf","","","","English","","2016-02-28","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b00017f"
"SFI pamphlet","","160000JNUDI0424","Students' Federation of India","Students' Federation of India","01/03/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".PDF","Scanned Image","160000JNUDI0424.pdf","","","","English","","2016-03-01","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b0000fb"
"SFI pamphlet","","160000JNUDI0425","Students' Federation of India","Students' Federation of India","18/03/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".JPG","Scanned Image","160000JNUDI0425.pdf","","","","English","","2016-03-18","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b000085"
"SFI pamphlet","","160000JNUDI0426","Students' Federation of India","Students' Federation of India","09/03/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".PDF","Scanned Image","160000JNUDI0426.pdf","","","","English","","2016-03-09","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b00019d"
"SFI pamphlet","","160000JNUDI0427","Students' Federation of India","Students' Federation of India","12/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".JPG","Scanned Image","160000JNUDI0427.pdf","","","","English","","2016-02-12","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b000064"
"SFI pamphlet","","160000JNUDI0428","Students' Federation of India","Students' Federation of India","11/04/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".PDF","Scanned Image","160000JNUDI0428.pdf","","","","English","","2016-04-11","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b000080"
"SFI pamphlet","","160000JNUDI0429","Students' Federation of India","Students' Federation of India","28/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".JPG","Scanned Image","160000JNUDI0429.pdf","","","","English","","2016-02-28","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b0001a3"
"SFI pamphlet","","160000JNUDI0430","Students' Federation of India","Students' Federation of India","17/02/16","JNU","JNU Student Movement","SM001","Student Movements ","Students' Federation of India; SFI; SFI pamphlet","Public Domain","Public Domain","Students' Federation of India",".PDF","Scanned Image","160000JNUDI0430.pdf","","","","English","","2016-02-17","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b000327"
"Letter of solidarity from JNUTA","","160215JNUDI0014","JNU","Jawaharlal Nehru University Teachers' Association","15/02/16","JNU","JNU Student Movement","SM001","Student Movements ","letter; letter of solidarity; JNUTA","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies",".JPG","Born Digital Image","160215JNUDI0014.jpg","Yes","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Letters of Solidarity/160215JNUDI0014.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160215JNUDI0014.jpg","English","jpg","2016-02-15","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b00037f"
"Letter of solidarity from CUGTA","","160215JNUDI0015","JNU","Central University of Gujarat Teachers' Association","15/02/16","JNU","JNU Student Movement","SM001","Student Movements ","letter; letter of solidarity; Central University of Gujarat Teachers' Association","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies",".JPG","Scanned Image","160215JNUDI0015.jpg","Yes","","","English","","2016-02-15","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b000329"
"Letter of solidarity from All India Kisan Sabha","","160223JNUDI0009","JNU","All India Kisan Sabha","23/02/16","JNU","JNU Student Movement","SM001","Student Movements ","letter; letter of solidarity; All India Kisan Sabha","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies",".JPG","Born Digital Image","160223JNUDI0009.jpg","Yes","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Letters of Solidarity/160223JNUDI0009.jpg","http://campuscollection.openrun.net/Thumbnails/thubmnail_160223JNUDI0009.jpg","English","jpg","2016-02-23","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b00028b"
"Solidarity statement from International Institute of Social Sciences","","160000JNUDT0447","JNU","Institute of Social Sciences of Erasmus University Rotterdam in The Hague","","JNU","JNU Student Movement","SM001","Student Movements ","letter; letter of solidarity; Institute of Social Sciences of Erasmus University Rotterdam in The Hague","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies",".PDF","Born Digital Text","160000JNUDT0447.pdf","Yes","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Letters of Solidarity/160000JNUDT0447.pdf","http://campuscollection.openrun.net/Thumbnails/160000JNUDT0447.pdf.jpg","English","pdf","2016","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b00011f"
"Letter of solidarity from Jamia Millia Islamia","","160222JNUDT0024","JNU","Students of Jamia Millia Islamia University","22/02/16","JNU","JNU Student Movement","SM001","Student Movements ","letter; letter of solidarity; Students of Jamia Millia Islamia University","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies",".PDF","Born Digital Text","160222JNUDT0024.pdf","Yes","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Letters of Solidarity/160222JNUDT0024.pdf","http://campuscollection.openrun.net/Thumbnails/160222JNUDT0024.pdf.jpg","English","pdf","2016-02-22","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b00009b"
"Prohibitory Order ","Prohibitory order to Kanhaiyya Kumar against delivering a public speech in Pune","160421JNUSI0001","JNU","Office of the Commmissioner of Police\, Pune","21/04/16","JNU","JNU Student Movement","SM001","Student Movements ","Order; Pune; Commissioner of Police Pune; Kanhaiyya Kumar","Public Domain","Public Domain","Merian-Tagore International Centre of Advanced Studies",".PDF","Scannet Image","160421JNUSI0001.pdf","Yes","http://campuscollection.openrun.net/samim/Pamphlets and Posters Gayatri Balusha/Prohibitory Order/160421JNUSI0001.pdf","http://campuscollection.openrun.net/Thumbnails/160421JNUSI0001.pdf.jpg","English","pdf","2016-04-21","5cbf1a2e643965001800017e","5cbf1a2e643965001800017e",1561410821,"",1561410821,"5d113d05366236002b0003cf"
